nome_armazenador,estado,municipio,nome_geradora_residuo,residuo,ano,nome_distribuidor,quantidade,unidade
K. F. DA SILVA RECICLAVEIS EIRELI - EPP,SAO PAULO,BOM JESUS DOS PERDOES,UNIMIL INDÚSTRIA E COMÉRCIO DE PEÇAS E MÁQUINAS AGRÍCOLAS LTDA.,Papel e Papelao,2022,K. F. DA SILVA RECICLAVEIS EIRELI - EPP,8330.0,kilogramas (kg)
NOVA RESÍDUOS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,RIBEIRAO PRETO,FORTLINE INDUSTRIA E COMERCIO DE MOVEIS LTDA,Baterias e Pilhas,2021,RENOVA TRATAMENTO DE RESÍDUOS LTDA,119.0,kilogramas (kg)
NOVA RESÍDUOS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,RIBEIRAO PRETO,PASSALACQUA INDÚSTRIA E COMÉRCIO LTDA.,Plasticos,2021,RENOVA TRATAMENTO DE RESÍDUOS LTDA,1500.0,kilogramas (kg)
NOVA RESÍDUOS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,RIBEIRAO PRETO,PASSALACQUA INDÚSTRIA E COMÉRCIO LTDA.,Papel e Papelao,2021,RENOVA TRATAMENTO DE RESÍDUOS LTDA,1000.0,kilogramas (kg)
NOVA RESÍDUOS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,RIBEIRAO PRETO,PASSALACQUA INDÚSTRIA E COMÉRCIO LTDA.,Borracha e derivados,2021,RENOVA TRATAMENTO DE RESÍDUOS LTDA,4000.0,kilogramas (kg)
NOVA RESÍDUOS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,RIBEIRAO PRETO,FORTLINE INDUSTRIA E COMERCIO DE MOVEIS LTDA,Borracha e derivados,2022,RENOVA TRATAMENTO DE RESÍDUOS LTDA,976.0,kilogramas (kg)
NOVA RESÍDUOS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,RIBEIRAO PRETO,MUNDI-EPS INDÚSTRIA E COMÉRCIO DE PLÁSTICOS LTDA,Baterias e Pilhas,2022,RENOVA TRATAMENTO DE RESÍDUOS LTDA,143.0,kilogramas (kg)
NOVA RESÍDUOS SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,RIBEIRAO PRETO,PASSALACQUA INDÚSTRIA E COMÉRCIO LTDA.,Plasticos,2022,RENOVA TRATAMENTO DE RESÍDUOS LTDA,1600.0,kilogramas (kg)
DELLI COMERCIAL LTDA-ME.,SAO PAULO,MOJI MIRIM,SIEMENS ENERGY BRASIL LTDA,Metais e derivados,2020,DELLI COMERCIAL LTDA-ME.,446750.0,kilogramas (kg)
GLOBAL QUÍMICA EMBALAGENS E PRODUTOS QUÍMICOS EIRELI - ME,SAO PAULO,MAUA,CNH INDUSTRIAL BRASIL LTDA,Lodos,2022,GLOBAL QUÍMICA EMBALAGENS E PRODUTOS QUÍMICOS EIRELI - ME,5180.0,kilogramas (kg)
BOMBA SUCATA LTDA,SAO PAULO,FRANCA,CURTUME TOINZINHO LTDA,Metais e derivados,2020,GERDAU AÇOS LONGOS S.A.,33420.0,kilogramas (kg)
ADRIANA URIAS DE AZEVEDO-ME,SAO PAULO,ITATIBA,ATTOMO POLIMEROS IND COM EIRELI,Plasticos,2022,ESTRE AMBIENTAL S/A,3577.2,kilogramas (kg)
M.C. DOS SANTOS AMBIENTAL E RECUPERACAO DE EMBALAGENS,SAO PAULO,GUARULHOS,M.C. DOS SANTOS AMBIENTAL E RECUPERACAO DE EMBALAGENS,Plasticos,2020,M.C. DOS SANTOS AMBIENTAL E RECUPERACAO DE EMBALAGENS,2620.5,kilogramas (kg)
BAUMINAS QUÍMICA N/NE LTDA,SAO PAULO,SUZANO,COMPANHIA SIDERÚRGICA NACIONAL,Lodos,2020,BAUMINAS QUÍMICA N/NE LTDA,338680.0,kilogramas (kg)
BAUMINAS QUÍMICA N/NE LTDA,SAO PAULO,SUZANO,GERDAU AÇOS LONGOS S.A.,Acidos,2020,BAUMINAS QUÍMICA N/NE LTDA,1910830.0,kilogramas (kg)
BAUMINAS QUÍMICA N/NE LTDA,SAO PAULO,SUZANO,GERDAU AÇOS LONGOS S.A.,Acidos,2021,BAUMINAS QUÍMICA N/NE LTDA,908400.0,kilogramas (kg)
BAUMINAS QUÍMICA N/NE LTDA,SAO PAULO,SUZANO,GERDAU AÇOS LONGOS S.A.,Acidos,2022,BAUMINAS QUÍMICA N/NE LTDA,1342310.0,kilogramas (kg)
2E AMBIENTAL COMERCIO DE METAIS LTDA,SAO PAULO,ITAQUAQUECETUBA,YAZAKI DO BRASIL,Plasticos,2022,2E AMBIENTAL COMERCIO DE METAIS LTDA,16978.0,kilogramas (kg)
2E AMBIENTAL COMERCIO DE METAIS LTDA,SAO PAULO,ITAQUAQUECETUBA,YAZAKI DO BRASIL,Metais e derivados,2022,2E AMBIENTAL COMERCIO DE METAIS LTDA,112.0,kilogramas (kg)
2E AMBIENTAL COMERCIO DE METAIS LTDA,SAO PAULO,ITAQUAQUECETUBA,YAZAKI DO BRASIL,Papel e Papelao,2022,2E AMBIENTAL COMERCIO DE METAIS LTDA,1079.76,kilogramas (kg)
XR4 SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,SUMARE,SINTENAC IND. E COMERC.PROD. SINTETICOS LTDA,Plasticos,2020,RESICONTROL SOLUÇÕES AMBIENTAIS S/A,2200.0,kilogramas (kg)
XR4 SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,SUMARE,SINTENAC IND. E COMERC.PROD. SINTETICOS LTDA,Papel e Papelao,2021,RENOVA TRATAMENTO DE RESÍDUOS LTDA,300.0,kilogramas (kg)
XR4 SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,SUMARE,SINTENAC IND. E COMERC.PROD. SINTETICOS LTDA,Papel e Papelao,2022,XR4 SOLUÇÕES AMBIENTAIS LTDA,300.0,kilogramas (kg)
XR4 SOLUÇÕES AMBIENTAIS LTDA,SAO PAULO,SUMARE,CALDERYS DO BRASIL LTDA,Baterias e Pilhas,2022,XR4 SOLUÇÕES AMBIENTAIS LTDA,230.0,kilogramas (kg)
S&S GERENCIAMENTO DE RESÍDUOS LTDA,SAO PAULO,GUARULHOS,S&S GERENCIAMENTO DE RESÍDUOS LTDA,Plasticos,2021,S&S GERENCIAMENTO DE RESÍDUOS LTDA,112341.0,kilogramas (kg)
RAYA EMBALAGENS INDUSTRIAIS E TRANSPORTES LTDA - ME,SAO PAULO,PIRACICABA,LWART SOLUÇÕES AMBIENTAIS LTDA,Plasticos,2020,RAYA EMBALAGENS INDUSTRIAIS E TRANSPORTES LTDA - ME,1200.0,kilogramas (kg)
FKF RECICLAGEM LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,Plasticos,2021,FKF RECICLAGEM LTDA,6471.5,kilogramas (kg)
FKF RECICLAGEM LTDA,SAO PAULO,SAO JOSE DOS CAMPOS,TECHFIVE - COMERCIO E GESTAO DE EQUIPAMENTOS DE TELECOMUNICACOES LTDA,Metais e derivados,2021,FKF RECICLAGEM LTDA,3681.5,kilogramas (kg)
GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,SAO PAULO,PIRACICABA,SOLAB CIENTIFICA EQUIPAMENTOS PARA LABORATORIOS EIRELI,Metais e derivados,2020,GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,4900.0,kilogramas (kg)
GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,SAO PAULO,PIRACICABA,SOLAB EQUIPAMENTOS PARA LABORATORIO EIRELI - EPP,Metais e derivados,2020,GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,7100.0,kilogramas (kg)
GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,SAO PAULO,PIRACICABA,SOLAB EQUIPAMENTOS PARA LABORATORIO EIRELI - EPP,Metais e derivados,2020,GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,21260.0,kilogramas (kg)
GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,SAO PAULO,PIRACICABA,SOLAB LABORATÓRIO INDÚSTRIA E COMÉRCIO EIRELI,Metais e derivados,2020,GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,940.0,kilogramas (kg)
GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,SAO PAULO,PIRACICABA,SOLAB LABORATÓRIO INDÚSTRIA E COMÉRCIO EIRELI,Metais e derivados,2020,GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,900.0,kilogramas (kg)
GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,SAO PAULO,PIRACICABA,SOLAB EQUIPAMENTOS PARA LABORATORIO EIRELI - EPP,Metais e derivados,2021,GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,27638.0,kilogramas (kg)
GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,SAO PAULO,PIRACICABA,SOLAB CIENTIFICA EQUIPAMENTOS PARA LABORATORIOS EIRELI,Metais e derivados,2021,GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,800.0,kilogramas (kg)
GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,SAO PAULO,PIRACICABA,SOLAB CIENTIFICA EQUIPAMENTOS PARA LABORATORIOS EIRELI,Metais e derivados,2021,GLOBAL STEEL TRANSPORTE E COMERCIO DE FERRO E AÇO EIRELI,7600.0,kilogramas (kg)
R3 COMÉRCIO ATACADISTA DE RECICLAGENS LTDA,SAO PAULO,SUZANO,SYNTHESIS INDÚSTRIA E COMÉRCIO DE MOBILIARIO LTDA,Metais e derivados,2021,VALLOUREC SOLUÇÕES TUBULARES DO BRASIL S.A.,19780.0,kilogramas (kg)
KOTAR COMERCIO DE METAIS LTDA,SAO PAULO,LIMEIRA,ENERGY CONDUTORES DO BRASIL LTDA,Metais e derivados,2022,KOTAR COMERCIO DE METAIS LTDA,21000.0,kilogramas (kg)
SUCALOG COMERCIO E RECICLAGEM DE METAIS EIRELI,SAO PAULO,ARUJA,SUCALOG COMERCIO E RECICLAGEM DE METAIS EIRELI,Metais e derivados,2022,SUCALOG COMERCIO E RECICLAGEM DE METAIS EIRELI,222340.0,kilogramas (kg)
SUCALOG COMERCIO E RECICLAGEM DE METAIS EIRELI,SAO PAULO,ARUJA,SUCALOG COMERCIO E RECICLAGEM DE METAIS EIRELI,Metais e derivados,2022,SUCALOG COMERCIO E RECICLAGEM DE METAIS EIRELI,4921230.0,kilogramas (kg)
SUCALOG COMERCIO E RECICLAGEM DE METAIS EIRELI,SAO PAULO,ARUJA,STEEL ANEIS E FORJADOS ESPECIAIS LTDA,Metais e derivados,2022,SUCALOG COMERCIO E RECICLAGEM DE METAIS EIRELI,4.0,kilogramas (kg)
BR ECO SOLUÇÕES AMBIENTAIS - EIRELI,SAO PAULO,SUMARE,GREINER BIO ONE BRASIL PRODUTOS MEDICOS HOSPITALARES LTDA,Papel e Papelao,2022,BR ECO SOLUÇÕES AMBIENTAIS - EIRELI,16971.0,kilogramas (kg)
GUILHERME HENRIQUE FERREIRA 45269993856,SAO PAULO,VARZEA PAULISTA,LATICINIOS BELA VISTA S.A.,Papel e Papelao,2022,GUILHERME HENRIQUE FERREIRA 45269993856,2370.0,kilogramas (kg)
NOVA ERA INDÚSTRIA E COMÉRCIO LTDA - EPP,SAO PAULO,SAO PAULO,"NICROPOL NIQUELAÇÃO, CROMEAÇÃO E POLIMENTO LTDA",Lodos,2021,ECOLOGICA NOVA ERA COMERCIO E RECUPERACAO DE MATERIAIS LTDA,2450.0,kilogramas (kg)
COMÉRCIO DE APARAS DE PAPEL CUMBICA LTDA,SAO PAULO,GUARULHOS,LORENPACK INDÚSTRIA E COMÉRCIO DE EMBALAGENS LTDA,Plasticos,2020,COMÉRCIO DE APARAS DE PAPEL CUMBICA LTDA,50000.0,kilogramas (kg)
COMÉRCIO DE APARAS DE PAPEL CUMBICA LTDA,SAO PAULO,GUARULHOS,ZEUS TRANSPORTES E SERVIÇOS LTDA EPP,Papel e Papelao,2020,COMÉRCIO DE APARAS DE PAPEL CUMBICA LTDA,1000.0,kilogramas (kg)
COMÉRCIO DE APARAS DE PAPEL CUMBICA LTDA,SAO PAULO,GUARULHOS,ZEUS TRANSPORTES E SERVIÇOS LTDA EPP,Papel e Papelao,2021,COMÉRCIO DE APARAS DE PAPEL CUMBICA LTDA,1000.0,kilogramas (kg)
PREFEITURA MUNICIPAL DE AGUDOS,SAO PAULO,AGUDOS,NEANDER COSMETICOS INDUSTRIA E COMERCIO LTDA ME,Papel e Papelao,2020,PREFEITURA MUNICIPAL DE AGUDOS,2000.0,kilogramas (kg)
PREFEITURA MUNICIPAL DE AGUDOS,SAO PAULO,AGUDOS,NEANDER COSMETICOS INDUSTRIA E COMERCIO LTDA ME,Plasticos,2020,PREFEITURA MUNICIPAL DE AGUDOS,2000.0,kilogramas (kg)
CRIVELLARO & FILHOS LTDA.,SAO PAULO,VALINHOS,UNILEVER BRASIL INDUSTRIAL LTDA,Baterias e Pilhas,2021,CRIVELLARO & FILHOS LTDA.,420.0,kilogramas (kg)
CRIVELLARO & FILHOS LTDA.,SAO PAULO,VALINHOS,COSMO INDÚSTRIA E COMÉRCIO DE COSMÉTICOS LTDA.,Madeiras e derivados,2021,CRIVELLARO & FILHOS LTDA.,80536.0,kilogramas (kg)
CRIVELLARO & FILHOS LTDA.,SAO PAULO,VALINHOS,COSMO INDÚSTRIA E COMÉRCIO DE COSMÉTICOS LTDA.,Papel e Papelao,2021,CRIVELLARO & FILHOS LTDA.,64612.0,kilogramas (kg)
CRIVELLARO & FILHOS LTDA.,SAO PAULO,VALINHOS,HONEYWELL INDUSTRIA E TECNOLOGIA LTDA,Plasticos,2022,CRIVELLARO & FILHOS LTDA.,4703.0,kilogramas (kg)
CRIVELLARO & FILHOS LTDA.,SAO PAULO,VALINHOS,HONEYWELL INDUSTRIA E TECNOLOGIA LTDA,Metais e derivados,2022,CRIVELLARO & FILHOS LTDA.,216.0,kilogramas (kg)
COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,SAO PAULO,SANTA BARBARA D'OESTE,AÇOVENT INDUSTRIA E COMERCIO LTDA,Metais e derivados,2021,COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,4000.0,kilogramas (kg)
COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,SAO PAULO,SANTA BARBARA D'OESTE,USIPECAS INDUSTRIA E COMERCIO LTDA,Metais e derivados,2021,COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,3500.0,kilogramas (kg)
COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,SAO PAULO,SANTA BARBARA D'OESTE,ZUF COSTA & COSTA LTDA,Metais e derivados,2022,COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,11960.0,kilogramas (kg)
COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,SAO PAULO,SANTA BARBARA D'OESTE,AÇOVENT INDUSTRIA E COMERCIO LTDA,Metais e derivados,2022,COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,6000.0,kilogramas (kg)
COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,SAO PAULO,SANTA BARBARA D'OESTE,AÇOVENT INDUSTRIA E COMERCIO LTDA,Papel e Papelao,2022,COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,1000.0,kilogramas (kg)
COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,SAO PAULO,SANTA BARBARA D'OESTE,JOÃO A. COSTA & CIA. LTDA. ME,Metais e derivados,2022,COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,100.0,kilogramas (kg)
COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,SAO PAULO,SANTA BARBARA D'OESTE,USIPECAS INDUSTRIA E COMERCIO LTDA,Metais e derivados,2022,COMÉRCIO DE SUCATAS ARAÚJO LTDA - EPP,2750.0,kilogramas (kg)
SIANFER FERRO E AÇO LTDA,SAO PAULO,SANTO ANDRE,LGV CORTE LASER METAIS INDÚSTRIA E COMÉRCIO LTDA,Metais e derivados,2022,SIANFER FERRO E AÇO LTDA,8928.0,kilogramas (kg)
SIANFER FERRO E AÇO LTDA,SAO PAULO,SANTO ANDRE,LGV CORTE LASER METAIS INDÚSTRIA E COMÉRCIO LTDA,Metais e derivados,2022,SIANFER FERRO E AÇO LTDA,6640.0,kilogramas (kg)
GONÇALVES & BRESSAN LTDA,SAO PAULO,ARACATUBA,TERNIUM BRASIL LTDA,Borracha e derivados,2020,GONÇALVES & BRESSAN LTDA,19329.99,kilogramas (kg)
GONÇALVES & BRESSAN LTDA,SAO PAULO,ARACATUBA,TAKAI VEICULOS LTDA,Borracha e derivados,2020,GONÇALVES & BRESSAN LTDA,152.0,kilogramas (kg)
GONÇALVES & BRESSAN LTDA,SAO PAULO,ARACATUBA,BRASIL TERMINAL PORTUÁRIO S.A,Metais e derivados,2020,GONÇALVES & BRESSAN LTDA,11630.0,kilogramas (kg)
GONÇALVES & BRESSAN LTDA,SAO PAULO,ARACATUBA,BRASIL TERMINAL PORTUÁRIO S.A,Borracha e derivados,2022,GONÇALVES & BRESSAN LTDA,67443.0,kilogramas (kg)
COMERCIO DE SUCATAS MOC LTDA,SAO PAULO,SOROCABA,TECH ROCK MINERAÇÃO LTDA,Metais e derivados,2020,CASSOLA AMBIENTAL LTDA.,3000.0,kilogramas (kg)
COMERCIO DE SUCATAS MOC LTDA,SAO PAULO,SOROCABA,TECH ROCK MINERAÇÃO LTDA,Metais e derivados,2021,CASSOLA AMBIENTAL LTDA.,3000.0,kilogramas (kg)
COMERCIO DE SUCATAS MOC LTDA,SAO PAULO,SOROCABA,TECH ROCK MINERAÇÃO LTDA,Metais e derivados,2022,CASSOLA AMBIENTAL LTDA.,2000.0,kilogramas (kg)
BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,SAO PAULO,CAMPINAS,BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,Borracha e derivados,2020,OURO PRETO TECNOLOGIA EM BORRACHA LTDA,99552.0,kilogramas (kg)
TAMBORES ARARAS INDÚSTRIA E COMÉRCIO LTDA.,SAO PAULO,ARARAS,THE LYCRA COMPANY INDUSTRIA E COMERCIO TEXTIL LTDA,Metais e derivados,2020,TAMBORES ARARAS INDÚSTRIA E COMÉRCIO LTDA.,7600.0,kilogramas (kg)
TAMBORES ARARAS INDÚSTRIA E COMÉRCIO LTDA.,SAO PAULO,ARARAS,THE LYCRA COMPANY INDUSTRIA E COMERCIO TEXTIL LTDA,Metais e derivados,2020,TAMBORES ARARAS INDÚSTRIA E COMÉRCIO LTDA.,176400.0,kilogramas (kg)
TAMBORES ARARAS INDÚSTRIA E COMÉRCIO LTDA.,SAO PAULO,ARARAS,THE LYCRA COMPANY INDUSTRIA E COMERCIO TEXTIL LTDA,Metais e derivados,2021,TAMBORES ARARAS INDÚSTRIA E COMÉRCIO LTDA.,141049.4,kilogramas (kg)
TAMBORES ARARAS INDÚSTRIA E COMÉRCIO LTDA.,SAO PAULO,ARARAS,THE LYCRA COMPANY INDUSTRIA E COMERCIO TEXTIL LTDA,Metais e derivados,2021,TAMBORES ARARAS INDÚSTRIA E COMÉRCIO LTDA.,8400.0,kilogramas (kg)
SCRAP-SOC.COML.DE RESÍDUOS E APARAS LTDA,SAO PAULO,OSASCO,INDUSTRIA MARÍLIA DE AUTO PEÇAS S/A,Papel e Papelao,2020,CARTONIFICIO VALINHOS S.A.,43145.0,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,GLÚTEN FREE LIMENTOS LTDA,Papel e Papelao,2022,SPE PAULINIA AMBIENTAL S.A.,2514.55,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,GLÚTEN FREE LIMENTOS LTDA,Plasticos,2022,SPE PAULINIA AMBIENTAL S.A.,1400.0,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,TRANSKOMPA LTDA,Papel e Papelao,2022,ESTRE AMBIENTAL S/A,100.0,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,ADVANCE INDUSTRIA TÊXTIL LTDA,Madeiras e derivados,2022,ESTRE AMBIENTAL S/A,25510.0,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,TRANSKOMPA LTDA,Plasticos,2022,SPE PAULINIA AMBIENTAL S.A.,100.0,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,UNILEVER BRASIL INDUSTRIAL LTDA,Papel e Papelao,2022,SPE PAULINIA AMBIENTAL S.A.,10000.0,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,UNILEVER BRASIL INDUSTRIAL LTDA,Plasticos,2022,SPE PAULINIA AMBIENTAL S.A.,6395.0,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,Metais e derivados,2022,VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,700.0,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,Papel e Papelao,2022,VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,18700.0,kilogramas (kg)
VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,SAO PAULO,VARZEA PAULISTA,VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,Plasticos,2022,VALDECIR OLIVA RECICLADORA E REMOÇÕES DE RES. INDUSTRIAIS,2000.0,kilogramas (kg)
VASITEX VASILHAMES LTDA.,SAO PAULO,GUARULHOS,UNIPAR INDUPA DO BRASIL S/A,Plasticos,2020,VASITEX VASILHAMES LTDA.,51340.0,kilogramas (kg)
VASITEX VASILHAMES LTDA.,SAO PAULO,GUARULHOS,PEROXIDOS DO BRASIL LTDA.,Plasticos,2021,VASITEX VASILHAMES LTDA.,50712.0,kilogramas (kg)
VASITEX VASILHAMES LTDA.,SAO PAULO,GUARULHOS,UMICORE BRASIL LTDA,Plasticos,2021,VASITEX VASILHAMES LTDA.,1730.0,kilogramas (kg)
VASITEX VASILHAMES LTDA.,SAO PAULO,GUARULHOS,TRONOX PIGMENTOS DO BRASIL SA,Papel e Papelao,2021,VASITEX VASILHAMES LTDA.,5782.0,kilogramas (kg)
NOBRE METAIS COMERCIAL LTDA,SAO PAULO,GUARULHOS,NOBRE METAIS COMERCIAL LTDA,Metais e derivados,2020,NOBRE METAIS COMERCIAL LTDA,1003555.0,kilogramas (kg)
NOBRE METAIS COMERCIAL LTDA,SAO PAULO,GUARULHOS,NOBRE METAIS COMERCIAL LTDA,Metais e derivados,2020,NOBRE METAIS COMERCIAL LTDA,7340.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,MAZA PRODUTOS QUÍMICOS LTDA,Papel e Papelao,2020,COMERCIO DE SUCATAS ABELARDI LTDA,158445.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,ALFAGOMMA DO BRASIL LTDA,Metais e derivados,2020,COMERCIO DE SUCATAS ABELARDI LTDA,116915.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,NESTLÉ BRASIL LTDA,Metais e derivados,2020,COMERCIO DE SUCATAS ABELARDI LTDA,275950.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,NUTRIMENTAL S/A INDÚSTRIA E COMÉRCIO DE ALIMENTOS,Metais e derivados,2020,COMERCIO DE SUCATAS ABELARDI LTDA,1340.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,NUTRIMENTAL S/A INDÚSTRIA E COMÉRCIO DE ALIMENTOS,Papel e Papelao,2020,COMERCIO DE SUCATAS ABELARDI LTDA,21630.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,NESTLÉ BRASIL LTDA,Metais e derivados,2021,COMERCIO DE SUCATAS ABELARDI LTDA,258100.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,NESTLÉ BRASIL LTDA,Papel e Papelao,2021,COMERCIO DE SUCATAS ABELARDI LTDA,41900.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,NESTLÉ BRASIL LTDA,Papel e Papelao,2021,COMERCIO DE SUCATAS ABELARDI LTDA,445620.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,NESTLÉ BRASIL LTDA,Papel e Papelao,2021,COMERCIO DE SUCATAS ABELARDI LTDA,86400.0,kilogramas (kg)
COMERCIO DE SUCATAS ABELARDI LTDA,SAO PAULO,MOCOCA,NESTLÉ BRASIL LTDA,Plasticos,2021,COMERCIO DE SUCATAS ABELARDI LTDA,211520.0,kilogramas (kg)
BATERIAS CRAL LTDA,SAO PAULO,BAURU,UNIPAR INDUPA DO BRASIL S/A,Baterias e Pilhas,2020,BATERIAS CRAL LTDA,17710.0,kilogramas (kg)
MULT PNEUS LTDA EPP,SAO PAULO,RIBEIRAO PRETO,USINA PANORAMA S/A,Borracha e derivados,2022,CBL COMÉRCIO E RECICLAGEM DE BORRACHAS LTDA.,30600.0,kilogramas (kg)
MULT PNEUS LTDA EPP,SAO PAULO,RIBEIRAO PRETO,CAMBUI AÇUCAR E ALCOOL LTDA,Borracha e derivados,2022,CBL COMÉRCIO E RECICLAGEM DE BORRACHAS LTDA.,44200.0,kilogramas (kg)
MULT PNEUS LTDA EPP,SAO PAULO,RIBEIRAO PRETO,VALE DO TIJUCO AÇUCAR E ALCOOL S.A.,Metais e derivados,2022,CBL COMÉRCIO E RECICLAGEM DE BORRACHAS LTDA.,41940.0,kilogramas (kg)
MULT PNEUS LTDA EPP,SAO PAULO,RIBEIRAO PRETO,VALE DO VERDÃO S/A AÇÚCAR E ÁLCOOL,Borracha e derivados,2022,CBL COMÉRCIO E RECICLAGEM DE BORRACHAS LTDA.,36450.0,kilogramas (kg)
ROBERTO GRILE ME,SAO PAULO,RIBEIRAO PRETO,NEWDROP QUIMICA LTDA,Papel e Papelao,2020,ROBERTO GRILE ME,5000.0,kilogramas (kg)
